region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
rural,non-renewable,local,12941,non-perishable,road,1780,refrigerated,21,1.1662560000000004
coastal,non-renewable,imported,12549,perishable,air,4246,refrigerated,10,2.9806920000000003
urban,renewable,local,1898,non-perishable,air,4574,ambient,82,9.001632
coastal,renewable,recycled,4341,perishable,air,2186,refrigerated,9,0.4603716
rural,renewable,local,2212,non-perishable,sea,3052,ambient,143,4.8880832
coastal,renewable,local,3279,perishable,sea,2164,refrigerated,20,0.6301568000000001
urban,renewable,local,3473,perishable,air,1626,refrigerated,6,0.3043872
coastal,renewable,local,650,perishable,sea,4697,refrigerated,13,0.8890481600000001
rural,renewable,recycled,2214,perishable,sea,1847,refrigerated,23,0.46389252000000003
coastal,renewable,local,554,non-perishable,air,3559,refrigerated,29,3.2201832
urban,renewable,imported,3276,non-perishable,air,3998,ambient,124,17.847072
rural,renewable,local,2473,perishable,sea,3099,refrigerated,27,1.2182788800000004
urban,renewable,local,1275,non-perishable,road,2305,ambient,112,4.130560000000001
rural,non-renewable,imported,13275,non-perishable,sea,980,refrigerated,19,0.6099911999999998
urban,non-renewable,imported,6246,perishable,sea,1357,ambient,76,2.5989263999999994
rural,renewable,imported,2295,perishable,air,1275,refrigerated,14,0.83538
rural,non-renewable,imported,5186,non-perishable,air,4578,ambient,173,42.767675999999994
urban,non-renewable,local,11985,perishable,air,43,refrigerated,26,0.05232240000000001
urban,renewable,imported,3143,non-perishable,air,4436,refrigerated,24,4.9825152
coastal,renewable,recycled,4230,non-perishable,road,1620,refrigerated,9,0.227448
urban,non-renewable,imported,7968,perishable,sea,3612,refrigerated,15,1.7749367999999996
rural,renewable,local,2160,non-perishable,sea,3464,ambient,98,3.8020864
rural,non-renewable,local,5948,non-perishable,air,3512,ambient,96,12.137471999999999
coastal,renewable,local,2802,non-perishable,sea,4723,refrigerated,7,0.48136816000000004
rural,non-renewable,local,13111,perishable,air,1563,refrigerated,20,1.462968
coastal,renewable,recycled,2045,perishable,air,2900,refrigerated,19,1.28934
coastal,renewable,local,4993,non-perishable,road,192,refrigerated,20,0.07987200000000001
urban,non-renewable,recycled,11631,non-perishable,road,363,refrigerated,29,0.24633179999999993
urban,renewable,imported,2905,non-perishable,road,2142,ambient,32,1.6450559999999999
urban,renewable,local,795,non-perishable,air,4736,ambient,54,6.137856000000001
rural,renewable,local,771,perishable,sea,390,refrigerated,28,0.15899520000000006
coastal,renewable,local,1207,non-perishable,road,792,refrigerated,8,0.1317888
rural,renewable,local,2047,non-perishable,air,4368,ambient,142,14.886144000000002
urban,renewable,local,3686,non-perishable,road,2499,ambient,96,3.838464
urban,renewable,local,3415,non-perishable,road,389,ambient,76,0.47302400000000006
urban,renewable,local,3630,perishable,sea,3578,refrigerated,28,1.4586790400000005
urban,renewable,imported,1140,non-perishable,sea,1775,ambient,142,4.234439999999999
rural,renewable,recycled,2549,perishable,air,335,refrigerated,20,0.15678000000000003
urban,non-renewable,imported,9712,non-perishable,sea,1912,refrigerated,15,0.9395567999999996
rural,renewable,recycled,1721,non-perishable,sea,2288,ambient,39,0.7495487999999999
rural,renewable,imported,1994,non-perishable,air,4459,refrigerated,13,2.7128555999999997
coastal,renewable,imported,685,perishable,sea,4946,refrigerated,19,2.0523921599999997
urban,renewable,local,3156,perishable,sea,2461,refrigerated,8,0.28665727999999996
urban,renewable,recycled,4308,non-perishable,road,1810,ambient,32,0.6950400000000001
urban,renewable,imported,2247,non-perishable,air,4663,ambient,150,25.1802
rural,renewable,local,4937,non-perishable,road,1286,ambient,52,1.0699520000000002
coastal,non-renewable,imported,7832,perishable,air,2659,refrigerated,12,2.2399415999999994
urban,renewable,recycled,4324,non-perishable,air,3333,ambient,102,6.119388
coastal,renewable,local,3863,perishable,sea,4251,refrigerated,17,1.05220752
rural,renewable,imported,4180,non-perishable,road,1688,ambient,70,2.8358399999999997
urban,renewable,local,3193,perishable,air,4699,refrigerated,9,1.3194792
urban,non-renewable,imported,14120,perishable,air,1729,ambient,115,10.73709
coastal,renewable,imported,2711,non-perishable,road,2994,ambient,95,6.82632
rural,renewable,local,4363,perishable,air,3162,refrigerated,18,1.7757792000000001
rural,renewable,recycled,2147,perishable,air,269,refrigerated,21,0.13218660000000002
coastal,non-renewable,imported,9242,non-perishable,sea,696,ambient,133,2.3327135999999995
rural,renewable,imported,4593,perishable,sea,174,refrigerated,21,0.07980335999999999
coastal,renewable,recycled,1692,non-perishable,air,4513,refrigerated,26,2.7457092000000003
urban,non-renewable,recycled,10193,non-perishable,air,4936,ambient,137,18.258263999999997
urban,renewable,recycled,3915,non-perishable,road,2251,ambient,115,3.1063799999999993
rural,renewable,imported,3104,perishable,air,3016,refrigerated,24,3.3875711999999996
rural,non-renewable,imported,6678,non-perishable,road,166,ambient,177,1.057752
urban,non-renewable,imported,9693,perishable,air,2002,ambient,167,18.054035999999993
rural,renewable,imported,4243,perishable,sea,1620,refrigerated,11,0.38918879999999995
urban,renewable,local,2544,perishable,sea,3944,refrigerated,10,0.5742464
urban,non-renewable,local,10399,non-perishable,sea,938,refrigerated,12,0.24583104
coastal,renewable,recycled,4078,non-perishable,air,4530,refrigerated,6,0.636012
rural,non-renewable,local,10585,non-perishable,road,1868,refrigerated,6,0.34968960000000004
rural,renewable,local,3637,perishable,air,2994,refrigerated,19,1.7748432000000003
urban,renewable,imported,1260,non-perishable,air,4533,ambient,115,18.766620000000003
urban,non-renewable,imported,7271,perishable,air,331,refrigerated,15,0.348543
rural,renewable,recycled,3655,non-perishable,air,3412,ambient,95,5.834519999999999
urban,renewable,imported,2883,non-perishable,road,1492,refrigerated,27,1.2568608000000001
coastal,renewable,local,3541,non-perishable,road,1176,refrigerated,18,0.4402944
urban,renewable,imported,1767,non-perishable,road,435,ambient,70,0.7308
urban,non-renewable,recycled,11916,perishable,sea,360,ambient,175,0.7937999999999998
rural,non-renewable,imported,11845,perishable,air,2036,ambient,118,12.973391999999999
rural,renewable,imported,4591,perishable,air,4639,refrigerated,21,4.5592092
coastal,renewable,local,2266,perishable,air,4527,refrigerated,5,0.7062120000000002
urban,non-renewable,local,9057,non-perishable,air,4003,ambient,129,18.589932000000005
urban,renewable,imported,4074,perishable,air,4054,refrigerated,15,2.845908
urban,non-renewable,recycled,5128,non-perishable,road,1213,refrigerated,9,0.25545779999999996
urban,renewable,local,3207,non-perishable,road,2414,ambient,114,4.403136
coastal,renewable,imported,3340,perishable,air,3143,refrigerated,14,2.0592935999999997
coastal,renewable,local,1587,non-perishable,road,979,ambient,171,2.678544
urban,renewable,recycled,1854,perishable,air,1236,refrigerated,22,0.6362928
urban,renewable,local,2367,perishable,air,1000,refrigerated,10,0.31200000000000006
urban,renewable,local,4797,non-perishable,air,3646,refrigerated,20,2.2751040000000002
rural,renewable,local,1451,non-perishable,air,3815,ambient,156,14.283360000000002
urban,non-renewable,imported,14500,perishable,sea,2232,refrigerated,17,1.24304544
coastal,renewable,recycled,2269,non-perishable,road,1476,refrigerated,24,0.5526144
urban,non-renewable,imported,13512,perishable,air,2707,refrigerated,12,2.2803767999999995
urban,renewable,local,3573,non-perishable,sea,3729,refrigerated,22,1.19447328
coastal,renewable,imported,4565,non-perishable,air,3304,ambient,140,16.652159999999995
urban,renewable,imported,1822,non-perishable,road,2036,ambient,163,7.9648319999999995
rural,renewable,local,2453,non-perishable,road,1648,ambient,85,2.24128
coastal,renewable,local,3789,non-perishable,road,1125,ambient,175,3.15
urban,renewable,local,3535,non-perishable,air,4687,ambient,72,8.099136
coastal,renewable,imported,1172,perishable,air,1690,refrigerated,6,0.474552
rural,renewable,recycled,1458,perishable,sea,2230,ambient,97,1.8170039999999996
coastal,renewable,recycled,2409,perishable,air,3823,ambient,117,8.051238
urban,non-renewable,local,5948,non-perishable,road,1335,ambient,130,4.1652000000000005
urban,renewable,recycled,3804,perishable,sea,290,ambient,76,0.18513599999999997
urban,non-renewable,imported,12636,perishable,air,4762,refrigerated,21,7.0201404
urban,non-renewable,imported,10045,non-perishable,road,1432,ambient,132,6.8048639999999985
coastal,renewable,local,4491,non-perishable,air,4538,ambient,94,10.237728
urban,non-renewable,imported,7481,non-perishable,air,3259,refrigerated,17,3.8892906
coastal,renewable,local,3236,perishable,sea,761,ambient,149,1.2699567999999999
rural,renewable,imported,1469,perishable,air,3204,refrigerated,27,4.048574400000001
urban,renewable,local,2640,non-perishable,air,4393,ambient,131,13.811592000000001
coastal,renewable,recycled,651,perishable,sea,137,refrigerated,11,0.016456440000000003
coastal,renewable,local,3913,perishable,air,3867,refrigerated,13,1.5684552000000003
urban,non-renewable,local,7930,perishable,air,1278,refrigerated,21,1.2560184000000003
coastal,non-renewable,imported,7414,perishable,air,832,ambient,123,5.526143999999999
rural,non-renewable,recycled,8945,non-perishable,sea,1496,ambient,71,1.3383215999999996
coastal,renewable,imported,1429,perishable,air,4957,refrigerated,21,4.8717396
coastal,renewable,recycled,2351,non-perishable,road,391,refrigerated,9,0.054896400000000005
urban,renewable,local,3907,perishable,air,2670,refrigerated,14,1.1662560000000002
urban,non-renewable,recycled,14403,non-perishable,road,1343,refrigerated,10,0.31426200000000004
rural,renewable,recycled,4904,perishable,air,664,refrigerated,9,0.1398384
coastal,renewable,imported,2198,perishable,air,4612,ambient,30,4.9809600000000005
rural,renewable,recycled,4690,non-perishable,road,2440,ambient,61,1.78608
urban,renewable,imported,580,perishable,air,2887,refrigerated,15,2.026674
rural,renewable,recycled,3949,perishable,sea,3739,refrigerated,27,1.10240676
rural,renewable,imported,1758,perishable,sea,4603,refrigerated,12,1.2063542399999996
rural,non-renewable,imported,5538,perishable,air,3751,ambient,179,36.257166
coastal,non-renewable,imported,10093,perishable,air,1703,refrigerated,26,3.1083156
coastal,renewable,recycled,1542,non-perishable,sea,3134,ambient,31,0.8160936
urban,renewable,local,2592,non-perishable,road,2763,ambient,79,3.492432
urban,renewable,local,1593,non-perishable,road,1175,ambient,83,1.5604
rural,renewable,imported,2720,perishable,air,1320,ambient,94,4.466880000000001
coastal,renewable,local,696,perishable,air,2578,refrigerated,9,0.7239023999999998
coastal,renewable,local,3440,perishable,air,4292,refrigerated,15,2.008656
rural,renewable,local,3287,perishable,air,4606,refrigerated,25,3.5926800000000005
urban,renewable,imported,4435,perishable,air,2655,refrigerated,27,3.3548579999999997
rural,renewable,local,3666,perishable,sea,2727,refrigerated,29,1.1514484799999998
rural,renewable,imported,1673,non-perishable,sea,250,ambient,117,0.49139999999999995
rural,non-renewable,imported,8168,non-perishable,air,4161,ambient,87,19.548377999999996
coastal,renewable,local,1957,perishable,sea,4542,refrigerated,8,0.52905216
coastal,renewable,imported,4079,non-perishable,sea,2333,refrigerated,16,0.8152435200000001
coastal,renewable,imported,1427,perishable,air,1670,refrigerated,11,0.859716
coastal,renewable,local,3830,perishable,sea,3128,refrigerated,18,0.81978624
urban,non-renewable,recycled,13204,perishable,air,3466,refrigerated,10,1.2165660000000003
coastal,renewable,local,1029,perishable,air,947,ambient,132,3.0000960000000005
coastal,renewable,imported,2939,perishable,sea,1355,refrigerated,26,0.7694232
coastal,non-renewable,imported,6817,perishable,air,2402,refrigerated,23,3.8782692
rural,renewable,local,3549,non-perishable,sea,672,ambient,141,1.0612224000000001
rural,renewable,recycled,2594,non-perishable,air,3094,ambient,120,6.683039999999999
rural,non-renewable,recycled,10544,non-perishable,road,1456,ambient,140,3.669119999999999
coastal,non-renewable,imported,9569,non-perishable,air,3293,refrigerated,23,5.3168778
coastal,renewable,recycled,3346,perishable,air,3427,refrigerated,12,0.9623016
coastal,renewable,local,3108,non-perishable,air,3775,ambient,30,2.718
rural,renewable,recycled,2271,non-perishable,road,2600,refrigerated,20,0.8112
coastal,renewable,imported,4232,non-perishable,road,2892,ambient,81,5.6220479999999995
rural,non-renewable,recycled,7216,perishable,air,4308,refrigerated,14,2.1169512
coastal,non-renewable,local,14282,perishable,air,2167,refrigerated,18,1.8254808
rural,renewable,imported,571,non-perishable,air,4508,ambient,171,27.751248
coastal,renewable,recycled,2840,perishable,sea,676,refrigerated,18,0.13287456
rural,renewable,local,1988,perishable,sea,1190,refrigerated,8,0.1386112
urban,renewable,recycled,2675,perishable,air,2974,ambient,88,4.710816
urban,non-renewable,imported,10210,non-perishable,road,2112,ambient,72,5.474303999999999
coastal,renewable,recycled,4787,non-perishable,sea,3844,ambient,126,4.0684895999999995
urban,renewable,recycled,1794,non-perishable,road,1804,ambient,39,0.844272
rural,renewable,local,1406,perishable,air,1685,refrigerated,28,1.4720160000000004
urban,renewable,local,876,non-perishable,road,805,ambient,128,1.6486400000000003
rural,renewable,local,2160,non-perishable,road,529,ambient,103,0.871792
rural,renewable,recycled,1192,non-perishable,road,1650,ambient,170,3.3659999999999997
urban,non-renewable,imported,8256,non-perishable,road,1767,ambient,95,6.043139999999999
urban,renewable,imported,2378,perishable,sea,3146,refrigerated,28,1.9238419199999999
rural,renewable,imported,3413,perishable,air,2309,refrigerated,5,0.5403060000000001
rural,renewable,local,1009,non-perishable,air,4758,refrigerated,6,0.8906976
rural,renewable,local,4984,non-perishable,sea,4985,ambient,91,5.080712000000001
urban,renewable,imported,3470,non-perishable,road,2372,refrigerated,26,1.9241663999999998
rural,renewable,local,4313,perishable,air,612,refrigerated,26,0.4964544000000001
coastal,non-renewable,local,13156,perishable,sea,2237,refrigerated,21,1.0259776800000002
urban,non-renewable,imported,8849,perishable,air,2100,refrigerated,27,3.9803400000000004
urban,renewable,local,4895,perishable,air,1518,refrigerated,14,0.6630624000000002
urban,renewable,local,4511,perishable,sea,3927,refrigerated,21,1.20071952
coastal,renewable,local,1909,perishable,sea,3672,refrigerated,21,1.12275072
coastal,non-renewable,imported,9137,non-perishable,air,3476,refrigerated,9,2.1961367999999997
urban,non-renewable,local,5377,non-perishable,road,1683,ambient,108,4.362336000000002
coastal,non-renewable,recycled,10325,perishable,air,150,refrigerated,21,0.11056499999999997
coastal,renewable,recycled,4344,perishable,air,426,refrigerated,24,0.23924159999999997
coastal,renewable,local,1415,perishable,sea,1462,ambient,48,0.7859711999999999
rural,renewable,local,844,perishable,sea,948,refrigerated,16,0.22084607999999997
urban,renewable,recycled,4010,perishable,air,526,refrigerated,19,0.2338596
rural,renewable,recycled,2447,non-perishable,air,4348,refrigerated,14,1.4244048
coastal,non-renewable,imported,9532,non-perishable,road,2817,ambient,111,11.256732000000001
rural,non-renewable,imported,12669,non-perishable,road,1249,ambient,161,7.239204000000001
urban,non-renewable,local,7494,non-perishable,road,2621,refrigerated,5,0.4088760000000001
urban,non-renewable,imported,6239,perishable,sea,533,ambient,150,2.0147399999999998
rural,renewable,imported,1111,non-perishable,air,4838,ambient,144,25.080192
urban,renewable,local,1116,perishable,air,1466,refrigerated,22,1.0062624
coastal,renewable,local,4279,non-perishable,road,367,ambient,154,0.9042880000000001
rural,renewable,imported,3235,perishable,sea,3142,refrigerated,8,0.5489702399999999
rural,non-renewable,imported,6659,non-perishable,road,2252,refrigerated,5,0.526968
urban,renewable,local,2270,non-perishable,road,1792,refrigerated,10,0.37273600000000007
urban,renewable,local,2782,non-perishable,road,289,ambient,73,0.33755199999999996
coastal,renewable,recycled,1512,non-perishable,air,3599,ambient,132,8.551224000000001
rural,renewable,recycled,2971,perishable,sea,255,refrigerated,12,0.0334152
rural,renewable,imported,4607,perishable,air,1301,refrigerated,10,0.6088680000000001
rural,renewable,imported,4460,perishable,sea,1052,refrigerated,29,0.66629472
rural,renewable,recycled,2091,perishable,air,900,refrigerated,6,0.12636000000000003
coastal,renewable,imported,2046,non-perishable,sea,3677,ambient,46,2.8415855999999997
rural,renewable,recycled,4071,non-perishable,sea,2753,refrigerated,16,0.48100415999999996
rural,renewable,local,4625,perishable,sea,3484,refrigerated,26,1.3189030400000001
coastal,renewable,local,2255,perishable,sea,3327,refrigerated,20,0.9688224000000001
rural,renewable,recycled,1741,perishable,sea,2293,refrigerated,13,0.32551428000000004
urban,renewable,local,4675,non-perishable,air,3743,ambient,150,13.4748
urban,renewable,local,905,perishable,air,4697,refrigerated,25,3.66366
urban,non-renewable,local,5321,non-perishable,sea,2505,ambient,103,4.334652
rural,renewable,local,2962,perishable,air,2382,refrigerated,23,1.7093232000000003
coastal,renewable,imported,1848,non-perishable,sea,3671,refrigerated,26,2.0845406399999997
urban,renewable,local,2939,non-perishable,air,3570,ambient,105,8.9964
urban,renewable,local,2607,non-perishable,road,1479,refrigerated,12,0.36915840000000005
rural,non-renewable,imported,12599,perishable,sea,2110,refrigerated,5,0.345618
coastal,renewable,local,4669,perishable,air,2879,refrigerated,14,1.2575471999999999
coastal,non-renewable,imported,7873,non-perishable,sea,1568,ambient,169,6.6777983999999995
urban,non-renewable,local,14996,perishable,air,818,refrigerated,16,0.6125184000000001
urban,renewable,imported,3447,perishable,sea,3289,refrigerated,18,1.29297168
coastal,renewable,local,4505,non-perishable,sea,599,refrigerated,28,0.24420032000000003
urban,renewable,local,4480,non-perishable,road,787,ambient,142,1.788064
rural,renewable,local,688,perishable,air,1713,refrigerated,14,0.7482384000000001
coastal,renewable,imported,3522,perishable,air,4460,refrigerated,11,2.2960079999999996
rural,renewable,recycled,581,perishable,air,394,ambient,35,0.24822
coastal,renewable,local,872,non-perishable,sea,4885,refrigerated,7,0.4978792
coastal,renewable,local,4926,non-perishable,road,502,refrigerated,23,0.2401568
urban,renewable,recycled,4487,non-perishable,sea,1757,ambient,39,0.5755931999999999
rural,renewable,local,3914,perishable,sea,2814,refrigerated,26,1.0652678400000002
urban,renewable,recycled,4707,perishable,sea,805,refrigerated,18,0.15823079999999998
rural,renewable,local,1899,perishable,sea,1789,refrigerated,10,0.26047840000000005
coastal,renewable,imported,2429,perishable,air,4609,refrigerated,19,4.098322800000001
urban,non-renewable,local,8091,non-perishable,road,2103,ambient,71,3.5835120000000007
coastal,non-renewable,local,7612,perishable,sea,3742,refrigerated,29,2.3700331200000004
coastal,non-renewable,imported,9285,perishable,air,2518,refrigerated,6,1.0605815999999997
urban,renewable,local,2299,non-perishable,road,422,ambient,166,1.120832
coastal,non-renewable,local,8973,non-perishable,air,4897,refrigerated,19,4.354412400000002
rural,non-renewable,local,9989,non-perishable,sea,1629,refrigerated,29,1.03174344
rural,renewable,imported,4332,non-perishable,road,2980,refrigerated,27,2.5103520000000006
coastal,non-renewable,local,10867,perishable,sea,2420,refrigerated,9,0.4756752
coastal,renewable,imported,2076,perishable,air,1522,refrigerated,27,1.9231992000000004
coastal,renewable,local,4098,non-perishable,road,1381,ambient,72,1.5909119999999999
urban,renewable,local,3656,non-perishable,road,997,ambient,49,0.7816480000000001
urban,renewable,imported,1129,non-perishable,road,546,ambient,59,0.7731359999999999
coastal,renewable,local,1470,non-perishable,air,4896,ambient,174,20.445696
coastal,renewable,local,873,non-perishable,sea,103,ambient,165,0.19034399999999999
rural,renewable,recycled,3785,non-perishable,air,3390,ambient,51,3.11202
coastal,non-renewable,imported,10611,non-perishable,sea,4900,refrigerated,18,2.889432
coastal,renewable,local,4088,perishable,air,3203,refrigerated,19,1.8987384000000003
coastal,renewable,imported,873,non-perishable,road,1958,ambient,65,3.05448
coastal,renewable,local,2032,non-perishable,road,2796,ambient,155,6.934080000000001
rural,non-renewable,local,11442,perishable,air,4181,ambient,161,24.233076000000004
rural,non-renewable,imported,5287,non-perishable,air,4867,ambient,70,18.397259999999996
coastal,renewable,local,620,perishable,sea,493,ambient,94,0.5190304
urban,non-renewable,imported,8857,perishable,air,2946,refrigerated,11,2.2749012
rural,renewable,recycled,2882,non-perishable,sea,404,ambient,83,0.2816688
rural,non-renewable,recycled,12259,perishable,air,1103,ambient,42,1.2508019999999997
rural,renewable,recycled,793,non-perishable,road,1619,ambient,79,1.534812
coastal,renewable,local,4238,perishable,air,978,refrigerated,14,0.4271904
coastal,renewable,imported,4218,non-perishable,air,4025,ambient,138,19.996199999999998
coastal,renewable,local,4409,perishable,air,1570,ambient,77,2.9013600000000004
urban,renewable,recycled,2248,non-perishable,road,442,ambient,169,0.896376
coastal,non-renewable,local,12247,perishable,air,2727,refrigerated,29,3.7010843999999996
rural,renewable,local,4119,non-perishable,air,4346,ambient,98,10.221792
coastal,non-renewable,imported,12541,non-perishable,road,1638,ambient,112,6.604416
urban,renewable,local,4463,perishable,sea,3233,ambient,101,3.6571696
coastal,renewable,local,1702,perishable,air,1998,refrigerated,6,0.37402560000000007
coastal,non-renewable,local,6923,perishable,sea,4506,refrigerated,18,1.7713987200000005
coastal,renewable,local,1475,perishable,sea,3822,refrigerated,11,0.61213152
coastal,renewable,imported,2921,perishable,air,3147,refrigerated,9,1.3255164000000002
rural,non-renewable,imported,8840,non-perishable,sea,3792,ambient,118,11.275891199999997
rural,renewable,local,1674,perishable,sea,2005,refrigerated,25,0.72982
rural,renewable,recycled,3686,non-perishable,air,4384,ambient,71,5.602752000000001
coastal,renewable,recycled,4663,non-perishable,air,3765,ambient,160,10.8432
coastal,renewable,recycled,2662,perishable,air,2086,refrigerated,9,0.4393115999999999
urban,non-renewable,local,7832,non-perishable,air,3648,refrigerated,21,3.5852544000000006
urban,non-renewable,local,12543,perishable,air,857,refrigerated,23,0.9224748000000002
rural,renewable,local,2637,perishable,sea,358,ambient,32,0.1283072
urban,non-renewable,imported,7356,perishable,air,2908,refrigerated,9,1.8372743999999994
urban,renewable,recycled,963,perishable,air,773,refrigerated,17,0.30749940000000003
urban,renewable,recycled,3612,perishable,sea,1567,refrigerated,23,0.39356772
rural,renewable,local,4291,perishable,air,4385,refrigerated,28,3.830736000000001
coastal,renewable,local,4869,non-perishable,road,1225,ambient,161,3.1556000000000006
rural,renewable,recycled,4210,non-perishable,road,1863,ambient,40,0.8942399999999999
urban,renewable,imported,3783,perishable,sea,2925,refrigerated,18,1.149876
rural,renewable,local,4585,perishable,air,2723,refrigerated,24,2.0389824
urban,non-renewable,local,5846,perishable,air,1501,refrigerated,20,1.4049360000000002
coastal,non-renewable,local,11527,non-perishable,road,314,ambient,82,0.6179520000000001
urban,renewable,local,4379,perishable,sea,1493,refrigerated,10,0.21738080000000004
rural,renewable,recycled,773,perishable,sea,416,refrigerated,13,0.059055359999999994
coastal,renewable,imported,3593,non-perishable,road,518,ambient,80,0.9945600000000001
coastal,renewable,recycled,4331,perishable,air,4411,refrigerated,16,1.6514784
coastal,non-renewable,local,12975,non-perishable,road,2766,refrigerated,26,2.2437792000000005
coastal,renewable,local,927,non-perishable,road,2263,ambient,110,3.98288
coastal,renewable,imported,3396,perishable,air,1596,ambient,166,9.537695999999999
coastal,renewable,local,3303,non-perishable,air,4050,ambient,86,8.359200000000001
coastal,renewable,recycled,4366,perishable,air,4499,ambient,80,6.478559999999999
urban,renewable,local,820,perishable,sea,1506,refrigerated,9,0.19734624
rural,renewable,recycled,3930,non-perishable,road,531,ambient,41,0.261252
rural,renewable,local,4803,perishable,air,3803,ambient,140,12.77808
rural,renewable,local,2157,perishable,sea,1172,ambient,100,1.3126399999999998
coastal,non-renewable,imported,7989,perishable,air,3666,refrigerated,13,3.3455915999999997
urban,non-renewable,local,11413,perishable,air,2359,refrigerated,26,2.870431200000001
urban,non-renewable,imported,6039,perishable,air,1949,refrigerated,5,0.684099
urban,non-renewable,recycled,14070,perishable,sea,2355,refrigerated,6,0.23144939999999997
rural,non-renewable,imported,14021,non-perishable,road,280,ambient,60,0.6048
urban,non-renewable,imported,10801,non-perishable,road,2980,refrigerated,22,3.0682080000000003
urban,non-renewable,recycled,10583,non-perishable,road,2221,ambient,129,5.157162
coastal,renewable,recycled,3778,non-perishable,air,4818,ambient,158,13.702392
urban,non-renewable,imported,6381,perishable,air,1218,ambient,106,6.971832
rural,renewable,recycled,2447,perishable,air,1794,refrigerated,13,0.5457348000000001
urban,renewable,recycled,1008,non-perishable,road,2210,refrigerated,21,0.7239959999999999
urban,renewable,imported,756,non-perishable,air,3148,refrigerated,16,2.3572224000000004
coastal,renewable,recycled,1097,non-perishable,road,1383,ambient,44,0.730224
rural,renewable,imported,4193,non-perishable,road,1673,refrigerated,8,0.41758080000000003
rural,renewable,local,3071,perishable,air,3093,refrigerated,25,2.4125400000000004
rural,non-renewable,local,11420,perishable,air,2915,refrigerated,5,0.6821100000000002
urban,non-renewable,local,10970,perishable,air,4413,ambient,37,5.878116000000001
rural,renewable,imported,2998,perishable,air,142,refrigerated,23,0.15284879999999995
urban,renewable,local,3585,perishable,air,2969,refrigerated,10,0.926328
coastal,renewable,imported,4796,non-perishable,road,313,ambient,38,0.285456
coastal,renewable,recycled,2314,non-perishable,road,362,refrigerated,29,0.1637688
coastal,renewable,local,802,perishable,sea,1624,refrigerated,12,0.28374528
urban,non-renewable,local,9742,perishable,air,497,refrigerated,13,0.30237480000000005
urban,renewable,imported,4620,perishable,sea,1970,refrigerated,23,0.9895704000000001
rural,renewable,recycled,3565,perishable,air,1623,refrigerated,24,0.9114768
rural,renewable,local,3531,perishable,sea,2929,ambient,52,1.7058496
urban,renewable,recycled,3764,perishable,sea,3400,refrigerated,27,1.002456
rural,renewable,recycled,2620,perishable,air,4165,ambient,123,9.221309999999999
coastal,renewable,imported,2979,perishable,air,4505,refrigerated,27,5.692518000000001
rural,renewable,recycled,2929,non-perishable,air,3611,ambient,76,4.939848
rural,renewable,imported,687,non-perishable,road,1310,ambient,58,1.82352
coastal,renewable,imported,1884,perishable,air,2862,refrigerated,14,1.8751824000000004
coastal,renewable,imported,3792,perishable,sea,1712,refrigerated,11,0.41129087999999997
coastal,renewable,local,1009,perishable,air,2760,refrigerated,16,1.3777919999999997
coastal,renewable,imported,2976,non-perishable,air,3065,ambient,35,3.8618999999999994
urban,non-renewable,local,8493,non-perishable,sea,4388,refrigerated,27,2.5875158400000005
urban,renewable,local,764,perishable,air,1057,refrigerated,11,0.3627624
urban,renewable,recycled,4474,perishable,air,352,refrigerated,7,0.0576576
urban,renewable,local,1899,non-perishable,sea,3353,ambient,79,2.9667344
urban,non-renewable,local,10327,perishable,air,337,refrigerated,21,0.33120360000000004
rural,renewable,local,1957,non-perishable,road,2179,ambient,37,1.2899679999999998
rural,renewable,local,1366,non-perishable,sea,223,refrigerated,24,0.07792511999999999
urban,renewable,local,4354,non-perishable,sea,2452,ambient,152,4.1742848
urban,renewable,local,2976,non-perishable,road,2363,refrigerated,7,0.34405280000000005
coastal,renewable,local,3291,non-perishable,road,1971,refrigerated,22,0.9019296000000002
rural,renewable,recycled,4847,perishable,air,1972,ambient,92,3.265632
urban,renewable,local,3584,perishable,air,4243,ambient,41,4.175112
coastal,renewable,local,2912,non-perishable,sea,4350,ambient,173,8.42856
rural,renewable,recycled,875,perishable,air,2129,ambient,76,2.9124719999999997
coastal,renewable,imported,501,non-perishable,air,4019,ambient,33,4.774572
coastal,renewable,local,2947,non-perishable,air,3936,refrigerated,18,2.2104576000000002
rural,non-renewable,recycled,12931,perishable,air,4382,refrigerated,25,3.8452049999999995
urban,non-renewable,local,5358,perishable,air,476,refrigerated,27,0.6014736
rural,renewable,local,2746,non-perishable,road,1788,refrigerated,9,0.33471360000000006
rural,renewable,local,4191,perishable,air,2322,refrigerated,13,0.9418032000000002
coastal,renewable,local,3349,non-perishable,air,4651,ambient,116,12.948383999999999
rural,renewable,recycled,639,perishable,sea,3650,ambient,145,4.4456999999999995
urban,renewable,local,3479,perishable,air,3074,ambient,90,6.63984
coastal,renewable,local,2179,non-perishable,sea,2371,ambient,139,3.6911728
rural,renewable,local,1491,non-perishable,road,1746,ambient,44,1.229184
urban,non-renewable,imported,8442,non-perishable,road,2868,ambient,109,11.254031999999999
coastal,renewable,local,4196,perishable,sea,1767,refrigerated,11,0.28300272
rural,renewable,local,1467,non-perishable,sea,2659,ambient,87,2.5909295999999995
